Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,Distribute,GDP_USD
15.0,65.0,18.0,18.0,8.0,,,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
4.9,50.0,2.0,2.0,2.0,8.0,4.7,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
10.8,85.3,4.0,4.0,3.0,,6.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
15.5,107.0,23.0,24.0,6.0,,,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
4.95,42.0,4.0,4.0,4.0,4.0,4.3,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
8.55,40.0,7.0,7.0,5.0,5.0,3.1,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
4.68,33.0,3.0,4.0,5.0,,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
17.5,60.0,3.0,3.0,4.0,,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
3.2,130.0,4.0,4.0,3.0,30.0,5.0,yes,yes,đồng xoài,bình phước,150052.0,167.3,8.0,897,3.76
6.75,46.0,4.0,,4.0,2.6,3.2,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
5.7,140.0,4.0,3.0,3.0,,8.8,yes,no,bình chánh,hồ chí minh,705508.0,252.7,16.0,2.792,63.65
4.6,46.5,4.0,4.0,4.0,3.0,5.5,yes,yes,đông anh,hà nội,405749.0,185.6,24.0,2.186,51.39
7.3,30.0,4.0,3.0,5.0,3.0,7.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
12.0,86.0,3.0,3.0,3.0,10.0,5.0,yes,no,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
14.9,85.0,4.0,4.0,3.0,8.0,5.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
5.25,39.3,2.0,2.0,2.0,,4.0,yes,no,quận 11,hồ chí minh,209867.0,5.1,10.0,41.150,63.65
10.9,40.0,4.0,5.0,6.0,4.5,6.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
7.5,35.0,3.0,4.0,5.0,4.0,4.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
15.5,113.0,14.0,14.0,7.0,5.0,6.7,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
7.5,56.0,3.0,2.0,1.0,,,yes,no,quận 6,hồ chí minh,233561.0,7.2,10.0,32.439,63.65
7.25,140.0,4.0,5.0,3.0,7.0,5.0,yes,yes,hóc môn,hồ chí minh,542243.0,109.2,12.0,4.966,63.65
21.0,60.0,2.0,2.0,3.0,10.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
8.0,50.0,4.0,4.0,5.0,2.5,4.6,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
7.6,81.8,5.0,5.0,3.0,,,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
6.3,60.0,5.0,4.0,4.0,4.0,,no,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
16.5,42.0,,,4.0,16.0,4.4,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
5.0,292.7,12.0,12.0,1.0,,,yes,yes,bình chánh,hồ chí minh,705508.0,252.7,16.0,2.792,63.65
2.85,25.2,2.0,2.0,2.0,,4.0,yes,no,quận 11,hồ chí minh,209867.0,5.1,10.0,41.150,63.65
28.9,72.0,,,5.0,18.0,17.0,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
4.85,70.0,2.0,2.0,,,4.2,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
3.8,26.5,4.0,3.0,4.0,4.0,7.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
4.45,30.0,3.0,3.0,4.0,6.0,,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,41.150,63.65
13.8,60.0,4.0,,4.0,,4.5,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
7.8,86.0,3.0,2.0,2.0,7.0,4.1,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
6.8,44.0,5.0,4.0,4.0,2.5,3.4,no,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
20.5,90.0,6.0,6.0,5.0,,6.0,no,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
15.5,50.0,6.0,7.0,7.0,12.0,4.2,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
8.0,50.0,3.0,,4.0,,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
15.6,55.0,15.0,15.0,7.0,3.0,6.0,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
12.0,89.96,4.0,2.0,2.0,5.0,5.3,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
7.0,47.0,2.0,1.0,2.0,,,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
2.7,25.8,2.0,2.0,2.0,1.5,2.65,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
5.4,56.0,2.0,2.0,2.0,,4.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
5.2,54.6,4.0,4.0,4.0,,,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
19.8,75.0,4.0,,4.0,8.0,55.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
13.2,45.0,3.0,5.0,6.0,6.0,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
14.0,52.0,6.0,6.0,5.0,4.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
13.1,100.0,6.0,6.0,4.0,8.0,5.0,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
6.75,45.0,5.0,3.0,4.0,,,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
18.0,69.0,6.0,7.0,7.0,12.0,5.1,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
7.5,35.0,3.0,3.0,5.0,3.0,4.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
6.5,87.5,5.0,3.0,4.0,10.0,,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
8.8,56.0,4.0,5.0,,2.6,3.8,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
4.0,43.0,3.0,3.0,4.0,3.0,4.0,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
8.6,42.0,3.0,4.0,4.0,2.5,5.3,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
19.3,98.0,20.0,20.0,7.0,,,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
55.0,130.0,6.0,6.0,6.0,8.0,9.0,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
7.2,35.0,3.0,4.0,5.0,3.0,8.4,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
8.5,60.3,4.0,5.0,5.0,8.0,4.2,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
14.6,70.0,17.0,17.0,7.0,,4.3,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
4.5,60.0,3.0,3.0,3.0,8.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
8.9,34.0,4.0,5.0,6.0,3.0,5.0,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
21.0,92.0,4.0,2.0,3.0,5.0,5.7,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
6.0,30.0,3.0,3.0,5.0,,,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
7.0,39.0,4.0,3.0,4.0,,4.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
8.3,148.7,9.0,9.0,,,,yes,yes,sơn trà,đà nẵng,157415.0,63.4,6.0,2.483,5.42
12.4,140.0,2.0,2.0,1.0,5.0,,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
7.99,51.0,1.0,1.0,1.0,,,yes,no,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
17.5,70.0,6.0,7.0,6.0,3.5,5.2,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
1.75,100.0,4.0,4.0,2.0,8.0,,yes,yes,hóc môn,hồ chí minh,542243.0,109.2,12.0,4.966,63.65
13.5,36.0,3.0,3.0,4.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
5.8,84.0,3.0,2.0,2.0,,4.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
21.9,69.0,3.0,4.0,3.0,9.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
3.8,47.0,3.0,2.0,2.0,3.0,3.0,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
6.9,50.0,4.0,5.0,4.0,,4.0,yes,no,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
8.0,32.0,3.0,3.0,4.0,,,yes,no,quận 4,hồ chí minh,175329.0,4.2,10.0,41.745,63.65
8.3,62.7,3.0,3.0,3.0,,,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
4.96,110.2,2.0,1.0,,2.0,7.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
4.35,36.0,3.0,4.0,3.0,,,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
5.9,52.0,4.0,4.0,4.0,2.2,4.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
5.5,57.0,3.0,2.0,3.0,5.0,4.7,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
1.36,56.0,3.0,3.0,1.0,6.0,,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
7.5,64.1,4.0,3.0,3.0,4.7,,no,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
23.5,250.0,4.0,5.0,3.0,8.0,,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
9.9,60.0,5.0,3.0,4.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
9.5,72.0,5.0,5.0,3.0,8.0,,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
11.0,53.4,4.0,4.0,4.0,8.0,4.5,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
17.7,68.0,4.0,,4.0,,6.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
24.5,72.0,14.0,13.0,7.0,4.0,4.0,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
12.8,53.0,4.0,4.0,4.0,2.5,8.0,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
19.2,52.0,6.0,4.0,5.0,6.0,4.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
8.8,41.0,3.0,3.0,4.0,2.0,3.8,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
20.0,65.0,4.0,4.0,6.0,,6.6,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
12.6,58.0,10.0,10.0,,3.0,4.2,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
1.75,92.0,3.0,2.0,2.0,6.0,,yes,yes,vĩnh cửu,đồng nai,164003.0,1095.7,10.0,150,18.35
12.5,45.0,3.0,4.0,5.0,,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
6.99,56.0,5.0,5.0,4.0,,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
5.2,33.0,4.0,4.0,5.0,3.0,3.5,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
23.8,49.0,3.0,5.0,6.0,6.0,4.4,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
3.69,58.5,4.0,5.0,3.0,6.0,4.5,yes,yes,quận 5,hồ chí minh,159073.0,4.3,10.0,36.994,63.65
20.6,63.0,5.0,5.0,6.0,9.0,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
6.99,56.0,4.0,5.0,3.0,,,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
18.0,70.0,4.0,4.0,6.0,50.0,6.6,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
5.7,30.0,4.0,4.0,5.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
6.8,32.0,3.0,3.0,5.0,15.0,5.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
19.7,77.0,18.0,18.0,7.0,,,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
5.29,35.0,4.0,4.0,4.0,,,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
3.79,40.0,3.0,3.0,3.0,5.0,3.5,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
3.8,19.8,2.0,3.0,3.0,,3.6,yes,no,quận 6,hồ chí minh,233561.0,7.2,10.0,32.439,63.65
3.6,45.0,3.0,3.0,2.0,,,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
10.5,121.0,4.0,4.0,1.0,6.0,3.6,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
5.7,77.1,3.0,4.0,3.0,4.0,4.1,yes,yes,thanh khê,đà nẵng,236754.0,10.5,6.0,22.548,5.42
13.7,121.0,4.0,4.0,4.0,10.0,5.92,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,6.718,19.28
15.5,83.0,18.0,,7.0,,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
15.0,45.0,3.0,4.0,6.0,6.0,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
33.6,161.0,4.0,3.0,4.0,5.0,7.6,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
5.35,30.0,3.0,3.0,4.0,2.1,3.7,yes,no,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
8.7,32.0,4.0,5.0,6.0,3.4,2.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
10.2,54.0,4.0,3.0,4.0,4.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
6.75,39.0,4.0,3.0,5.0,,4.7,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
15.1,50.0,4.0,4.0,4.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
8.96,71.0,6.0,7.0,4.0,6.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
6.79,40.0,5.0,4.0,5.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
10.8,69.0,4.0,4.0,4.0,,7.2,no,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
5.6,61.4,3.0,3.0,3.0,7.0,5.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
4.28,68.0,2.0,1.0,1.0,5.5,4.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
1.89,33.0,1.0,1.0,,2.5,3.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
3.6,78.0,,,,5.0,4.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,6.718,19.28
3.2,23.3,2.0,2.0,2.0,3.0,3.0,yes,yes,quận 8,hồ chí minh,424667.0,19.2,10.0,22.118,63.65
59.0,300.0,6.0,6.0,3.0,12.0,15.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
21.5,70.0,,,6.0,,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
5.0,100.0,2.0,2.0,2.0,6.0,5.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
4.95,72.0,3.0,1.0,2.0,10.0,4.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
14.0,48.0,4.0,4.0,4.0,4.0,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
6.7,100.0,3.0,2.0,2.0,,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
40.0,72.0,3.0,5.0,5.0,10.0,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
4.95,105.0,6.0,6.0,2.0,6.0,5.0,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
20.0,50.0,,,5.0,11.0,6.0,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
7.5,36.0,4.0,4.0,4.0,3.0,4.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
4.2,40.0,2.0,2.0,2.0,,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
83.0,130.0,,,8.0,10.0,7.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
16.0,48.0,8.0,5.0,6.0,10.0,3.8,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
3.0,129.0,3.0,3.0,2.0,,,yes,yes,bình chánh,hồ chí minh,705508.0,252.7,16.0,2.792,63.65
5.9,36.0,3.0,3.0,5.0,,,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
13.99,35.0,4.0,4.0,6.0,,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
10.5,76.0,3.0,4.0,2.0,12.0,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
70.5,270.0,6.0,6.0,5.0,10.0,14.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
10.2,40.0,10.0,10.0,6.0,,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
3.49,46.0,3.0,2.0,3.0,6.0,4.22,yes,no,an dương,hải phòng,171227.0,78.9,10.0,2.169,15.97
6.75,120.0,4.0,3.0,3.0,4.0,5.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
1.8,1.7,3.0,,,4.0,30.0,yes,no,thạnh hóa,long an,56074.0,467.9,11.0,120,6.74
24.5,65.0,,,5.0,,5.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
14.8,42.0,3.0,4.0,6.0,15.0,4.0,yes,no,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
23.0,108.0,5.0,5.0,5.0,8.0,5.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
5.5,31.0,2.0,2.0,2.0,3.0,6.6,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
4.95,54.0,3.0,3.0,4.0,2.5,4.2,yes,yes,hải châu,đà nẵng,201522.0,23.3,9.0,8.649,5.42
8.65,83.0,4.0,4.0,4.0,,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
1.6,49.0,2.0,1.0,,,4.0,yes,no,biên hòa,đồng nai,1055414.0,263.6,25.0,4.004,18.35
7.0,31.0,3.0,2.0,5.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
8.25,72.0,4.0,6.0,5.0,8.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
21.6,96.0,6.0,6.0,5.0,9.0,5.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
1.95,60.0,2.0,2.0,,12.0,4.0,yes,no,hóc môn,hồ chí minh,542243.0,109.2,12.0,4.966,63.65
17.5,72.0,5.0,6.0,5.0,6.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
4.05,64.0,5.0,5.0,3.0,5.0,5.0,yes,yes,biên hòa,đồng nai,1055414.0,263.6,25.0,4.004,18.35
3.6,128.0,2.0,1.0,1.0,6.0,7.6,yes,yes,biên hòa,đồng nai,1055414.0,263.6,25.0,4.004,18.35
2.8,40.0,3.0,2.0,2.0,3.0,6.25,no,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
5.8,33.0,3.0,3.0,5.0,,3.5,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
4.15,113.6,2.0,1.0,1.0,4.0,5.8,yes,no,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
6.56,60.0,4.0,4.0,3.0,7.0,4.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
9.29,39.0,,,5.0,2.0,,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
4.0,20.0,3.0,4.0,,,,yes,yes,quận 5,hồ chí minh,159073.0,4.3,10.0,36.994,63.65
3.28,197.0,3.0,2.0,1.0,4.0,4.0,yes,yes,cần đước,long an,187359.0,220.5,17.0,850,6.74
15.99,55.0,4.0,5.0,4.0,8.0,4.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
75.0,193.0,6.0,6.0,6.0,,,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
8.0,35.0,3.0,5.0,5.0,,,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
4.37,48.0,,,2.0,5.0,4.05,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
12.0,90.0,8.0,8.0,4.0,10.0,,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
4.95,30.0,2.0,1.0,2.0,8.0,,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
24.5,60.0,4.0,3.0,5.0,,4.4,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
8.8,51.0,4.0,3.0,4.0,,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
2.65,147.0,3.0,2.0,1.0,6.0,5.0,yes,yes,tân an,long an,145120.0,81.7,13.0,1.776,6.74
6.5,30.0,3.0,4.0,5.0,2.0,3.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
13.0,85.0,5.0,6.0,6.0,6.0,,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
4.3,18.0,3.0,3.0,4.0,6.0,4.2,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
28.0,75.0,,,5.0,,4.7,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
4.95,180.0,2.0,1.0,1.0,5.0,5.0,yes,yes,hội an,quảng nam,98599.0,63.6,13.0,1.550,5.06
13.5,47.0,5.0,5.0,6.0,4.0,5.5,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
8.98,40.0,6.0,5.0,6.0,2.0,3.8,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
4.99,52.0,3.0,4.0,3.0,2.5,4.7,yes,yes,hải châu,đà nẵng,201522.0,23.3,9.0,8.649,5.42
4.15,50.0,2.0,3.0,,9.0,,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
7.79,50.0,4.0,5.0,4.0,8.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
6.9,65.0,4.0,5.0,5.0,,,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
5.4,68.0,2.0,1.0,1.0,,,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
6.8,50.0,3.0,4.0,4.0,7.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
9.8,136.7,2.0,1.0,2.0,,,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
9.2,60.0,4.0,4.0,6.0,5.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.45,142.4,4.0,4.0,3.0,8.0,5.2,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
4.95,180.0,2.0,2.0,1.0,5.0,5.0,yes,yes,hội an,quảng nam,98599.0,63.6,13.0,1.550,5.06
8.0,37.0,3.0,4.0,5.0,3.0,4.8,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
28.8,160.0,6.0,5.0,2.0,10.0,10.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
5.8,60.0,4.0,4.0,3.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
4.75,270.0,4.0,2.0,1.0,4.0,5.7,yes,yes,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
23.3,75.0,,,7.0,,4.5,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
27.0,100.0,5.0,5.0,5.0,8.0,,yes,yes,quận 3,hồ chí minh,190375.0,4.9,10.0,38.852,63.65
7.7,85.0,4.0,,2.0,,4.0,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
1.95,42.9,2.0,2.0,2.0,4.0,3.3,no,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
1.65,40.0,2.0,2.0,,8.0,4.0,yes,no,hóc môn,hồ chí minh,542243.0,109.2,12.0,4.966,63.65
2.39,60.0,3.0,3.0,3.0,3.0,4.0,yes,yes,hồng bàng,hải phòng,177820.0,39.7,10.0,4.471,15.97
6.4,30.0,3.0,3.0,6.0,,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
6.8,38.0,4.0,,6.0,8.0,4.2,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
14.8,45.0,3.0,4.0,5.0,,,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
11.2,40.0,4.0,5.0,6.0,,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
22.0,52.0,8.0,6.0,7.0,,4.2,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
11.0,65.0,4.0,,3.0,,4.8,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
3.69,53.9,2.0,2.0,2.0,,4.5,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
4.3,60.0,4.0,5.0,3.0,7.0,,yes,yes,thuận an,bình dương,508433.0,83.7,10.0,6.074,19.28
