Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
3.95,56.0,2,2,2,4.0,3.5,yes,yes,Quận 7, Hồ Chí Minh
7.65,38.0,4,5,6,3.0,9.0,yes,yes,Cầu Giấy, Hà Nội
5.5,33.0,4,4,5,2.5,3.3,yes,no,Thanh Xuân, Hà Nội
7.49,92.0,4,2,2,4.0,,yes,no,Tân Phú, Hồ Chí Minh
18.5,62.0,6,,5,,4.0,yes,no,Hai Bà Trưng, Hà Nội
1.78,100.0,5,5,,6.0,,yes,yes,Vĩnh Cửu, Đồng Nai
12.5,55.0,12,12,8,3.0,5.0,yes,yes,Nam Từ Liêm, Hà Nội
6.0,54.0,4,3,5,,,yes,no,Quận 8, Hồ Chí Minh
12.0,68.0,,,5,,4.0,yes,yes,Quận 5, Hồ Chí Minh
4.65,38.0,4,4,4,,,yes,yes,Thanh Trì, Hà Nội
44.0,196.0,6,4,2,8.0,11.5,yes,yes,Bình Thạnh, Hồ Chí Minh
8.8,90.0,15,16,5,5.5,5.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
4.79,33.0,3,3,4,13.0,4.0,yes,yes,Gia Lâm, Hà Nội
5.1,38.0,3,3,3,,,yes,yes,Long Biên, Hà Nội
13.5,78.0,4,6,3,6.0,,yes,no,Quận 7, Hồ Chí Minh
3.9,80.0,3,3,,5.0,5.0,yes,yes,Bình Tân, Hồ Chí Minh
15.5,75.0,5,5,4,8.0,,yes,yes,Tân Bình, Hồ Chí Minh
31.5,115.0,32,33,8,,5.5,yes,yes,Thanh Xuân, Hà Nội
15.0,81.0,7,7,5,8.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
13.5,101.0,4,3,3,,,yes,no,Tân Bình, Hồ Chí Minh
5.8,40.0,6,5,5,4.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
9.2,72.0,1,1,,12.0,,yes,no,Tân Phú, Hồ Chí Minh
13.0,105.0,5,4,4,14.0,5.0,yes,no,Dĩ An, Bình Dương
35.0,132.0,44,45,9,,10.0,no,yes,Thanh Trì, Hà Nội
18.0,62.0,5,,5,6.0,4.5,yes,yes,Thanh Xuân, Hà Nội
1.91,39.0,2,2,2,5.0,,yes,yes,Tân Phú, Hồ Chí Minh
12.5,152.0,15,5,3,5.5,8.1,yes,no,Ngũ Hành Sơn, Đà Nẵng
4.85,50.5,4,3,3,5.0,4.0,yes,no,Quận 9, Hồ Chí Minh
19.6,72.0,3,3,4,8.0,5.0,yes,yes,Thanh Xuân, Hà Nội
10.79,60.0,3,4,3,5.0,5.0,yes,no,Bắc Từ Liêm, Hà Nội
6.85,41.9,6,7,4,,,yes,yes,Bình Thạnh, Hồ Chí Minh
2.8,40.0,3,3,3,,,yes,no,Quốc Oai, Hà Nội
27.0,257.0,2,1,1,6.0,10.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
55.5,78.0,8,8,8,,9.5,no,no,Đống Đa, Hà Nội
3.35,82.0,2,1,1,5.5,5.0,yes,yes,Cẩm Lệ, Đà Nẵng
17.0,177.9,4,2,2,6.0,5.85,yes,yes,Quận 9, Hồ Chí Minh
7.8,56.0,2,2,3,6.0,,yes,no,Tân Phú, Hồ Chí Minh
17.5,69.0,4,7,,4.0,5.2,no,no,Hoàng Mai, Hà Nội
13.8,55.0,3,3,4,10.0,4.0,yes,yes,Long Biên, Hà Nội
12.7,100.0,5,6,4,20.0,5.3,yes,no,Tân Bình, Hồ Chí Minh
0.795,40.0,2,2,2,6.0,4.0,yes,no,Đức Hòa, Long An
11.3,49.0,5,5,6,5.0,4.4,yes,yes,Quận 3, Hồ Chí Minh
5.6,35.0,3,3,4,2.0,3.5,yes,yes,Thanh Xuân, Hà Nội
4.65,35.0,3,3,4,,,yes,yes,Đống Đa, Hà Nội
4.95,54.0,3,4,4,3.0,4.0,yes,yes,Hải Châu, Đà Nẵng
27.95,65.0,,,4,,4.8,yes,yes,Hoàn Kiếm, Hà Nội
9.89,84.0,5,6,4,12.0,4.2,yes,no,Quận 12, Hồ Chí Minh
26.0,160.0,,,,10.0,8.0,yes,yes,Tân Bình, Hồ Chí Minh
2.75,50.4,3,3,3,3.0,4.0,yes,yes,Kiến An, Hải Phòng
6.7,45.0,8,,5,3.0,8.0,yes,yes,Đống Đa, Hà Nội
1.18,25.0,2,2,2,,,yes,no,Quận 12, Hồ Chí Minh
6.9,46.0,3,2,2,4.0,4.6,yes,no,Tân Bình, Hồ Chí Minh
15.5,58.0,13,13,8,,,yes,yes,Thanh Xuân, Hà Nội
4.15,50.0,2,3,2,12.0,4.5,yes,yes,Quận 12, Hồ Chí Minh
38.0,117.0,14,14,8,,,yes,yes,Ba Đình, Hà Nội
46.0,448.0,5,5,5,15.0,16.0,yes,yes,Tân Bình, Hồ Chí Minh
8.6,92.0,1,1,1,8.0,5.0,yes,no,Tân Phú, Hồ Chí Minh
39.9,153.0,43,43,9,,,yes,yes,Thanh Xuân, Hà Nội
13.4,45.0,3,4,7,6.0,4.0,yes,yes,Long Biên, Hà Nội
13.5,396.0,1,1,1,10.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
7.3,35.0,3,4,5,,3.9,yes,yes,Cầu Giấy, Hà Nội
4.6,50.0,3,3,2,4.0,,yes,yes,Tân Phú, Hồ Chí Minh
7.88,35.0,3,4,5,2.5,5.0,yes,no,Hai Bà Trưng, Hà Nội
7.0,185.0,2,2,1,3.0,9.7,yes,yes,Quận 12, Hồ Chí Minh
5.7,56.0,4,3,3,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
8.5,134.0,5,4,3,3.0,9.5,yes,yes,Quận 2, Hồ Chí Minh
3.1,64.5,4,3,3,3.0,,no,no,Bình Chánh, Hồ Chí Minh
50.0,315.0,80,81,,,,yes,yes,Bình Tân, Hồ Chí Minh
5.8,100.0,5,5,5,6.0,4.5,yes,yes,Thanh Trì, Hà Nội
7.8,141.0,4,4,3,6.0,6.0,yes,yes,Dĩ An, Bình Dương
16.8,85.0,16,16,,,,yes,yes,Hoàng Mai, Hà Nội
9.8,80.0,4,5,4,5.5,5.0,yes,yes,Sơn Trà, Đà Nẵng
11.45,65.0,3,3,4,3.5,4.55,yes,no,Long Biên, Hà Nội
6.0,41.0,4,4,5,6.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
11.8,51.0,2,2,3,,,yes,no,Cầu Giấy, Hà Nội
36.8,409.0,4,5,3,,,yes,yes,Quận 7, Hồ Chí Minh
5.0,50.0,2,1,1,8.0,5.0,yes,yes,Bình Tân, Hồ Chí Minh
6.3,72.0,4,,4,4.0,4.0,no,no,Gò Vấp, Hồ Chí Minh
15.5,60.0,7,7,6,,6.0,yes,yes,Ba Đình, Hà Nội
0.35,20.0,1,1,2,3.0,4.0,yes,no,Đức Hòa, Long An
33.0,158.0,,,3,8.0,8.0,yes,no,Quận 5, Hồ Chí Minh
4.7,120.0,4,2,2,6.0,4.0,yes,yes,Thanh Khê, Đà Nẵng
3.2,160.6,3,2,1,6.0,5.0,yes,yes,Đức Trọng, Lâm Đồng
2.6,103.5,2,2,1,4.0,5.4,yes,yes,Thủ Dầu Một, Bình Dương
1.88,30.0,2,2,1,6.0,3.0,yes,yes,Bình Tân, Hồ Chí Minh
5.49,100.0,3,2,2,5.5,5.0,yes,no,Liên Chiểu, Đà Nẵng
6.0,30.0,4,3,5,,,yes,no,Đống Đa, Hà Nội
8.2,63.0,3,,2,6.0,5.0,yes,no,Tân Bình, Hồ Chí Minh
2.5,64.0,4,2,2,5.0,4.0,yes,yes,Nha Trang, Khánh Hòa
4.95,54.0,3,4,4,,4.2,no,yes,Hải Châu, Đà Nẵng
6.5,110.0,4,5,3,6.0,5.5,yes,yes,Quận 12, Hồ Chí Minh
6.89,38.0,3,4,6,3.5,5.0,yes,yes,Long Biên, Hà Nội
23.0,195.0,5,6,4,,10.0,yes,yes,Nha Trang, Khánh Hòa
14.5,60.0,4,6,5,8.0,4.0,yes,no,Quận 11, Hồ Chí Minh
39.0,48.0,6,4,7,3.0,7.0,yes,yes,Hai Bà Trưng, Hà Nội
4.9,40.0,3,4,6,2.0,4.0,yes,yes,Gia Lâm, Hà Nội
7.0,34.0,3,3,5,150.0,,yes,yes,Thanh Xuân, Hà Nội
6.4,32.0,3,3,4,50.0,3.5,yes,yes,Đống Đa, Hà Nội
16.0,56.0,6,3,5,,,yes,no,Long Biên, Hà Nội
58.0,200.0,6,6,6,,12.0,yes,no,Quận 10, Hồ Chí Minh
15.8,55.0,5,5,5,55.0,7.0,yes,yes,Cầu Giấy, Hà Nội
15.6,73.0,3,4,3,,,yes,no,Thanh Xuân, Hà Nội
9.8,54.0,3,5,6,,,yes,yes,Long Biên, Hà Nội
65.0,90.0,5,5,3,,8.01,yes,yes,Hai Bà Trưng, Hà Nội
17.5,100.0,4,4,3,8.0,5.0,yes,yes,Quận 3, Hồ Chí Minh
55.0,205.0,15,17,8,,10.0,yes,yes,Tân Bình, Hồ Chí Minh
6.8,36.0,4,,3,,7.0,yes,yes,Nam Từ Liêm, Hà Nội
4.2,60.0,2,1,,6.0,4.0,yes,yes,Quận 12, Hồ Chí Minh
6.9,37.0,4,4,5,5.0,4.0,yes,no,Nam Từ Liêm, Hà Nội
10.6,60.0,4,5,6,2.5,3.9,yes,no,Hai Bà Trưng, Hà Nội
4.25,170.0,2,2,2,5.5,5.0,yes,yes,Hòa Vang, Đà Nẵng
6.5,54.0,5,3,4,6.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
6.3,49.0,4,4,4,,,yes,yes,Quận 8, Hồ Chí Minh
5.7,40.0,4,3,4,5.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
4.75,35.0,3,3,3,3.0,3.0,yes,yes,Quận 6, Hồ Chí Minh
6.55,56.0,4,4,4,,4.0,yes,no,Gò Vấp, Hồ Chí Minh
7.95,32.0,3,3,5,3.0,4.5,yes,yes,Hà Đông, Hà Nội
9.5,85.0,,,,20.0,4.5,yes,yes,Tân Bình, Hồ Chí Minh
9.5,80.0,4,4,3,,,yes,no,Gò Vấp, Hồ Chí Minh
8.0,46.0,,,5,6.0,4.1,yes,yes,Thanh Trì, Hà Nội
7.45,33.0,3,4,4,,,yes,yes,Đống Đa, Hà Nội
15.5,61.0,10,10,7,,,yes,yes,Thanh Xuân, Hà Nội
12.0,120.0,3,4,2,,,yes,no,Gò Vấp, Hồ Chí Minh
16.0,104.0,20,20,6,,,yes,no,Gò Vấp, Hồ Chí Minh
14.0,180.0,5,1,1,,,yes,no,Gò Vấp, Hồ Chí Minh
7.0,50.0,,,2,3.0,5.5,yes,no,Bắc Từ Liêm, Hà Nội
13.5,100.0,10,10,6,,,yes,yes,Gò Vấp, Hồ Chí Minh
14.0,80.0,5,5,5,,,yes,no,Gò Vấp, Hồ Chí Minh
8.7,71.0,7,7,4,4.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
6.96,35.0,3,3,4,2.5,4.5,yes,no,Hai Bà Trưng, Hà Nội
4.1,32.0,5,4,5,1.5,,yes,yes,Thanh Trì, Hà Nội
12.3,94.0,4,2,4,,4.7,yes,yes,Quận 11, Hồ Chí Minh
17.5,70.0,2,2,3,5.0,4.2,yes,yes,Đống Đa, Hà Nội
6.1,56.0,4,4,3,6.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
4.6,67.0,3,3,2,6.0,4.5,yes,yes,Thanh Khê, Đà Nẵng
11.9,70.0,7,5,4,,,yes,yes,Quận 3, Hồ Chí Minh
6.4,56.0,4,4,4,,,yes,no,Gò Vấp, Hồ Chí Minh
7.0,32.0,4,3,,2.3,3.2,yes,yes,Hoàng Mai, Hà Nội
9.8,45.0,4,6,7,3.0,4.5,yes,yes,Ba Đình, Hà Nội
9.6,40.0,4,3,5,2.0,3.5,yes,yes,Ba Đình, Hà Nội
8.3,335.0,19,,,5.0,11.0,yes,no,Dĩ An, Bình Dương
6.8,40.0,2,1,1,2.0,5.0,yes,no,Ba Đình, Hà Nội
7.6,30.0,3,4,5,3.0,3.5,yes,yes,Hoàng Mai, Hà Nội
3.8,44.0,3,3,3,,,yes,yes,Gia Lâm, Hà Nội
6.85,64.0,4,6,5,8.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
5.7,35.0,3,4,5,5.0,3.5,yes,no,Nam Từ Liêm, Hà Nội
8.0,40.0,3,3,3,,4.2,no,no,Ba Đình, Hà Nội
18.5,102.0,21,21,7,3.0,6.0,yes,yes,Hoài Đức, Hà Nội
7.8,88.0,2,1,1,8.0,,yes,yes,Tân Phú, Hồ Chí Minh
7.4,50.0,4,3,4,,,yes,yes,Thanh Xuân, Hà Nội
30.0,300.0,63,63,8,,,yes,yes,Thạch Thất, Hà Nội
2.9,50.0,2,1,2,4.0,4.2,yes,no,Tân An, Long An
11.6,35.0,6,4,5,,,yes,yes,Cầu Giấy, Hà Nội
10.5,41.0,4,4,4,,,yes,yes,Đống Đa, Hà Nội
7.4,45.0,4,3,4,,,yes,yes,Thanh Xuân, Hà Nội
5.69,64.0,4,4,4,8.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
14.8,60.0,17,18,7,,,yes,yes,Bắc Từ Liêm, Hà Nội
31.0,120.0,33,34,7,2.5,6.5,yes,yes,Bắc Từ Liêm, Hà Nội
20.5,90.0,20,21,6,,,yes,yes,Tây Hồ, Hà Nội
18.5,84.0,26,27,7,,,yes,yes,Bắc Từ Liêm, Hà Nội
7.3,45.5,5,5,4,2.2,3.5,yes,yes,Nam Từ Liêm, Hà Nội
7.0,50.0,7,6,6,5.0,4.2,yes,yes,Tân Bình, Hồ Chí Minh
12.8,40.0,10,11,6,,,yes,yes,Ba Đình, Hà Nội
14.5,110.0,,,4,40.0,40.0,yes,no,Quận 2, Hồ Chí Minh
4.6,30.0,3,4,5,2.0,3.2,yes,yes,Nam Từ Liêm, Hà Nội
3.88,33.0,1,1,1,,,yes,no,Bắc Từ Liêm, Hà Nội
10.7,63.0,3,2,2,6.0,6.0,yes,yes,Phú Nhuận, Hồ Chí Minh
1.95,48.0,2,2,2,4.0,4.0,no,yes,Bình Chánh, Hồ Chí Minh
14.9,51.0,,,5,6.0,5.1,yes,no,Tây Hồ, Hà Nội
4.35,32.0,3,2,3,,4.6,yes,yes,Hà Đông, Hà Nội
4.25,35.0,3,,,3.0,,yes,yes,Hoài Đức, Hà Nội
7.6,55.0,4,4,2,,,yes,yes,Bắc Từ Liêm, Hà Nội
20.5,65.0,4,5,6,3.0,6.6,yes,yes,Đống Đa, Hà Nội
13.5,80.0,4,6,4,6.0,,yes,no,Quận 7, Hồ Chí Minh
5.0,135.7,3,2,2,9.0,6.0,yes,no,Bắc Ninh, Bắc Ninh
21.5,54.0,4,6,6,8.0,4.0,yes,yes,Tây Hồ, Hà Nội
9.5,35.0,3,4,6,10.0,4.0,yes,yes,Long Biên, Hà Nội
16.8,45.0,8,4,5,10.0,4.0,yes,yes,Long Biên, Hà Nội
5.65,52.0,4,4,4,7.0,4.0,yes,no,Quận 12, Hồ Chí Minh
17.5,130.0,4,3,3,9.0,6.5,yes,yes,Bắc Ninh, Bắc Ninh
8.5,105.1,3,3,3,17.0,,yes,no,Dĩ An, Bình Dương
11.5,65.0,11,11,8,3.0,8.0,yes,yes,Nam Từ Liêm, Hà Nội
4.95,62.5,3,4,3,12.0,5.0,yes,yes,Dĩ An, Bình Dương
3.79,60.0,2,,2,,5.0,yes,yes,Dĩ An, Bình Dương
19.0,42.0,,,5,5.0,3.7,yes,yes,Cầu Giấy, Hà Nội
2.95,82.5,3,2,2,5.0,5.3,yes,yes,Nha Trang, Khánh Hòa
12.3,100.0,11,12,5,6.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
23.5,252.0,4,5,4,8.0,9.0,yes,yes,Quận 7, Hồ Chí Minh
2.25,20.0,2,2,2,3.0,4.0,yes,yes,Quận 4, Hồ Chí Minh
6.0,50.0,4,3,3,5.0,4.0,yes,yes,Hà Đông, Hà Nội
7.8,75.0,,,3,,6.0,yes,yes,Bình Thạnh, Hồ Chí Minh
9.0,96.0,4,5,4,6.0,6.0,yes,no,Tân Bình, Hồ Chí Minh
16.0,50.0,6,5,6,5.0,5.0,yes,yes,Thanh Xuân, Hà Nội
5.75,35.0,,,4,,1.0,yes,yes,Cầu Giấy, Hà Nội
133.9,400.0,3,2,1,12.0,15.0,yes,yes,Nam Từ Liêm, Hà Nội
2.8,84.0,2,1,,5.0,4.3,yes,no,Biên Hòa, Đồng Nai
8.8,50.0,,,5,3.0,6.0,yes,no,Tây Hồ, Hà Nội
6.5,30.0,4,3,5,,,yes,no,Thanh Xuân, Hà Nội
1.3,162.5,1,1,,5.0,,yes,yes,Vĩnh Cửu, Đồng Nai
9.3,73.0,,,4,5.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
0.8,1.0,3,1,,8.0,8.0,yes,yes,Di Linh, Lâm Đồng
12.2,45.0,4,5,7,,,yes,yes,Thanh Xuân, Hà Nội
1.2,27.0,2,2,2,,,yes,no,Nhà Bè, Hồ Chí Minh
16.5,65.0,4,4,5,7.0,5.0,yes,yes,Long Biên, Hà Nội
4.55,65.0,4,5,3,5.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
19.2,127.0,18,18,6,,5.1,yes,yes,Nam Từ Liêm, Hà Nội
9.3,77.3,2,2,3,3.0,3.2,yes,yes,Ba Đình, Hà Nội
10.3,50.0,4,4,3,9.0,4.0,yes,yes,Hoài Đức, Hà Nội
5.6,83.0,4,4,,5.0,5.8,yes,no,Thủ Đức, Hồ Chí Minh
7.3,75.0,2,2,2,3.0,3.9,yes,no,Tân Bình, Hồ Chí Minh
4.5,50.0,2,2,2,3.0,4.4,yes,no,Thủ Đức, Hồ Chí Minh
1.65,55.0,2,1,1,,,yes,yes,Biên Hòa, Đồng Nai
40.0,205.0,5,5,3,,10.0,yes,yes,Bình Thạnh, Hồ Chí Minh
7.6,40.0,10,10,4,6.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
21.0,65.0,6,4,5,7.0,,yes,yes,Thanh Xuân, Hà Nội
7.7,60.0,6,4,6,,,yes,yes,Bắc Từ Liêm, Hà Nội
7.8,30.0,3,3,5,,7.5,yes,yes,Đống Đa, Hà Nội
14.5,62.0,7,5,5,5.0,4.0,yes,yes,Cầu Giấy, Hà Nội
3.3,87.7,3,2,3,15.0,4.5,no,yes,Ân Thi, Hưng Yên
5.15,46.0,3,3,3,6.0,,yes,no,Gò Vấp, Hồ Chí Minh
4.65,100.0,3,1,1,7.5,5.0,yes,yes,Cẩm Lệ, Đà Nẵng
7.98,35.0,8,8,5,,,yes,no,Hai Bà Trưng, Hà Nội
4.1,48.0,2,2,,,4.0,yes,no,Quận 12, Hồ Chí Minh
7.2,56.0,3,3,3,4.0,4.3,yes,yes,Bình Thạnh, Hồ Chí Minh
2.7,75.0,2,1,1,3.0,5.9,yes,no,Sơn Trà, Đà Nẵng
9.25,105.0,2,2,1,10.0,10.0,yes,yes,Quận 12, Hồ Chí Minh
21.0,80.0,20,21,6,,8.6,yes,yes,Thanh Xuân, Hà Nội
4.0,35.0,4,4,2,6.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
12.3,29.0,3,5,6,,4.2,yes,yes,Thanh Xuân, Hà Nội
6.0,35.0,3,3,5,3.0,4.0,yes,yes,Thanh Xuân, Hà Nội
3.7,44.2,2,1,1,3.0,3.4,yes,yes,Thủ Đức, Hồ Chí Minh
20.0,120.0,34,34,8,5.0,5.4,yes,yes,Nam Từ Liêm, Hà Nội
6.6,60.0,7,7,3,6.0,12.0,yes,yes,Gò Vấp, Hồ Chí Minh
12.5,65.0,20,20,,3.0,5.8,yes,yes,Nam Từ Liêm, Hà Nội
4.95,57.0,4,3,4,4.0,3.5,yes,yes,Gia Lâm, Hà Nội
11.0,91.0,4,5,4,,,yes,no,Bình Thạnh, Hồ Chí Minh
4.0,37.0,3,3,3,4.0,4.0,yes,no,Hoài Đức, Hà Nội
5.2,133.8,3,3,1,7.0,7.0,yes,yes,Thuận An, Bình Dương
8.9,102.0,3,,2,4.0,6.0,yes,no,Tân Bình, Hồ Chí Minh
5.5,105.4,2,2,2,2.0,5.0,yes,yes,Liên Chiểu, Đà Nẵng
8.9,54.0,5,5,6,4.0,,yes,yes,Long Biên, Hà Nội
28.0,309.4,62,,6,,6.85,yes,no,Tân Bình, Hồ Chí Minh
4.95,54.0,3,4,4,50.0,3.0,yes,yes,Hải Châu, Đà Nẵng
4.8,58.0,5,6,4,,4.0,yes,yes,Quận 9, Hồ Chí Minh
6.2,33.0,3,4,5,3.0,,yes,yes,Thanh Xuân, Hà Nội
10.8,102.2,22,22,5,,7.3,no,no,Tân Bình, Hồ Chí Minh
3.8,44.0,3,2,2,2.5,3.5,yes,yes,Tân Phú, Hồ Chí Minh
17.6,78.0,19,19,6,,5.2,yes,yes,Cầu Giấy, Hà Nội
18.0,58.0,7,5,5,,4.1,yes,yes,Cầu Giấy, Hà Nội
5.9,40.0,4,4,4,3.0,3.5,yes,yes,Hoài Đức, Hà Nội
17.0,45.0,8,8,5,,,yes,no,Cầu Giấy, Hà Nội
7.5,55.0,3,3,3,4.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
8.8,40.4,5,6,5,,3.5,yes,yes,Phú Nhuận, Hồ Chí Minh
45.0,130.0,24,,9,,10.5,yes,yes,Nam Từ Liêm, Hà Nội
31.0,105.0,3,,8,,5.4,yes,no,Đống Đa, Hà Nội
8.9,70.0,4,5,4,10.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
7.8,76.0,3,3,2,4.0,6.0,yes,no,Bình Thạnh, Hồ Chí Minh
3.68,56.0,3,2,,,4.0,yes,yes,Quận 12, Hồ Chí Minh
28.0,309.0,62,,6,,6.8,yes,no,Tân Bình, Hồ Chí Minh
1.55,110.0,2,1,,6.0,5.0,yes,yes,Bến Cát, Bình Dương
6.5,60.0,2,2,2,6.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
11.5,117.0,6,3,2,6.0,7.27,yes,yes,Tân Bình, Hồ Chí Minh
3.5,24.0,2,2,2,,,yes,yes,Tân Bình, Hồ Chí Minh
2.37,95.0,3,2,1,,,yes,yes,Thủ Dầu Một, Bình Dương
33.0,210.0,21,21,4,,16.0,yes,yes,Quận 11, Hồ Chí Minh
12.6,55.0,4,3,4,15.0,5.0,yes,yes,Long Biên, Hà Nội
7.6,66.0,2,2,,3.0,,yes,no,Phú Nhuận, Hồ Chí Minh
15.0,50.0,6,5,5,5.0,4.5,yes,yes,Đống Đa, Hà Nội
10.5,99.7,,,2,8.0,3.6,yes,no,Quận 8, Hồ Chí Minh
14.0,35.0,5,4,5,12.0,3.3,yes,yes,Cầu Giấy, Hà Nội
13.0,90.0,4,4,4,8.0,5.0,yes,yes,Quận 7, Hồ Chí Minh
19.3,48.0,5,6,7,8.0,4.27,yes,yes,Cầu Giấy, Hà Nội
7.95,49.0,4,3,3,2.5,3.7,yes,yes,Hai Bà Trưng, Hà Nội
5.34,30.0,4,4,5,2.5,3.2,yes,yes,Hà Đông, Hà Nội
24.5,80.0,4,2,4,6.0,4.4,yes,yes,Cầu Giấy, Hà Nội
4.1,60.0,3,5,2,,,yes,yes,Quận 9, Hồ Chí Minh
4.58,72.0,2,1,,6.0,,yes,yes,Quận 12, Hồ Chí Minh
3.4,72.0,3,2,2,2.0,5.0,yes,yes,Thanh Khê, Đà Nẵng
20.0,70.0,4,4,6,5.0,7.0,yes,yes,Đống Đa, Hà Nội
2.8,114.0,2,2,1,8.0,8.0,yes,yes,Lương Sơn, Hòa Bình
7.15,22.0,3,3,4,,3.0,yes,yes,Đống Đa, Hà Nội
8.9,36.0,3,4,6,10.0,4.0,yes,yes,Long Biên, Hà Nội
9.8,124.0,6,5,4,6.0,8.0,yes,yes,Quận 3, Hồ Chí Minh
4.75,253.0,3,3,1,6.0,10.5,yes,yes,Bảo Lộc, Lâm Đồng
4.95,54.0,3,4,4,3.0,4.2,yes,yes,Hải Châu, Đà Nẵng
18.25,71.0,6,6,8,11.5,5.2,yes,yes,Cầu Giấy, Hà Nội
14.95,35.0,6,6,6,5.0,5.0,yes,yes,Hoàn Kiếm, Hà Nội
6.5,202.0,3,3,1,10.0,7.6,yes,yes,Nha Trang, Khánh Hòa
11.4,50.0,9,9,5,,,yes,yes,Cầu Giấy, Hà Nội
10.1,63.0,7,7,,,,yes,yes,Đống Đa, Hà Nội
6.95,57.0,4,5,4,6.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
24.7,75.0,20,20,7,,7.0,yes,yes,Đống Đa, Hà Nội
5.65,33.0,3,4,5,2.0,3.0,yes,yes,Hoàng Mai, Hà Nội
4.5,35.0,4,4,5,,,no,yes,Nam Từ Liêm, Hà Nội
9.5,46.0,4,5,,3.0,4.2,yes,yes,Đống Đa, Hà Nội
6.0,93.0,4,4,3,8.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
11.9,42.0,3,5,6,,,yes,yes,Đống Đa, Hà Nội
8.2,68.6,2,,1,,4.6,yes,no,Quận 2, Hồ Chí Minh
5.55,27.0,4,2,2,8.0,3.0,yes,no,Quận 1, Hồ Chí Minh
3.35,50.0,3,3,4,,,yes,yes,Quốc Oai, Hà Nội
9.3,60.0,4,5,3,8.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
9.3,52.0,5,4,4,5.0,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
3.6,78.0,4,3,2,8.0,4.0,yes,yes,Dĩ An, Bình Dương
35.9,72.0,,,9,10.0,7.0,yes,no,Thanh Xuân, Hà Nội
6.85,35.0,4,4,6,,5.0,yes,yes,Hà Đông, Hà Nội
8.9,59.6,4,5,4,,3.8,yes,yes,Bình Thạnh, Hồ Chí Minh
22.8,95.0,27,28,7,,6.4,yes,yes,Hoàng Mai, Hà Nội
6.7,60.0,4,4,3,5.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
3.89,28.5,2,2,2,,3.0,yes,no,Quận 8, Hồ Chí Minh
7.25,38.1,4,5,4,,,yes,yes,Bình Thạnh, Hồ Chí Minh
8.3,48.8,2,2,2,,,yes,yes,Bình Thạnh, Hồ Chí Minh
7.85,66.0,4,4,3,,,yes,yes,Hà Đông, Hà Nội
9.9,70.1,4,4,4,10.0,4.2,yes,yes,Bình Thạnh, Hồ Chí Minh
16.5,51.5,6,6,6,6.0,5.0,yes,yes,Thanh Xuân, Hà Nội
5.7,55.0,5,3,4,,,yes,yes,Long Biên, Hà Nội
6.15,32.8,3,2,2,6.0,3.5,yes,yes,Phú Nhuận, Hồ Chí Minh
2.22,55.25,2,3,,,,yes,yes,Tân Phú, Hồ Chí Minh
12.5,40.0,3,4,5,3.0,4.0,yes,yes,Đống Đa, Hà Nội
7.79,100.0,3,3,3,,4.2,yes,no,Tân Bình, Hồ Chí Minh
7.2,56.42,5,6,4,,,yes,no,Quận 7, Hồ Chí Minh
90.0,250.0,26,27,6,,14.0,yes,no,Phú Nhuận, Hồ Chí Minh
13.5,150.0,4,5,2,8.0,10.0,yes,yes,Bình Thạnh, Hồ Chí Minh
1.79,54.0,3,2,1,,,yes,yes,Bình Chánh, Hồ Chí Minh
7.5,59.0,3,,,,5.1,yes,yes,Đống Đa, Hà Nội
7.5,66.0,5,4,4,5.0,,yes,no,Quận 7, Hồ Chí Minh
12.0,65.0,5,3,6,4.0,5.2,yes,yes,Đống Đa, Hà Nội
4.8,30.0,3,4,5,2.5,3.65,yes,yes,Nam Từ Liêm, Hà Nội
10.8,56.0,16,,7,,5.0,yes,no,Đống Đa, Hà Nội
1.1,32.0,2,1,2,,,yes,yes,Cần Giuộc, Long An
